state,counts_rn,updated_date,scrape_date
ALABAMA,88948,2025-06-02,2025-06-02
ALASKA,20240,2025-06-02,2025-06-02
AMERICAN SAMOA,109,2025-06-02,2025-06-02
ARIZONA,117137,2025-06-02,2025-06-02
ARKANSAS,48505,2025-06-02,2025-06-02
CALIFORNIA-RN,566847,2025-06-02,2025-06-02
CALIFORNIA-VN (Non-Participating),NA,2025-06-02,2025-06-02
COLORADO,90239,2025-06-02,2025-06-02
CONNECTICUT,81639,2025-06-02,2025-06-02
DELAWARE,22065,2025-06-02,2025-06-02
DISTRICT OF COLUMBIA,45074,2025-06-02,2025-06-02
FLORIDA,376795,2025-06-02,2025-06-02
GEORGIA,144453,2025-06-02,2025-06-02
GUAM,1280,2025-06-02,2025-06-02
HAWAII,40846,2025-06-02,2025-06-02
IDAHO,30913,2025-06-02,2025-06-02
ILLINOIS,241671,2025-06-02,2025-06-02
INDIANA,134837,2025-06-02,2025-06-02
IOWA,58128,2025-06-02,2025-06-02
KANSAS,53033,2025-06-02,2025-06-02
KENTUCKY,78279,2025-06-02,2025-06-02
LOUISIANA-PN (Non-Participating),NA,2025-06-02,2025-06-02
LOUISIANA-RN,66880,2025-06-02,2025-06-02
MAINE,28842,2025-06-02,2025-06-02
MARYLAND,89903,2025-06-02,2025-06-02
MASSACHUSETTS,162556,2025-06-02,2025-06-02
MICHIGAN,177793,2025-06-02,2025-06-02
MINNESOTA,135762,2025-06-02,2025-06-02
MISSISSIPPI,52365,2025-06-02,2025-06-02
MISSOURI,115894,2025-06-02,2025-06-02
MONTANA,25206,2025-06-02,2025-06-02
NEBRASKA,31713,2025-06-02,2025-06-02
NEVADA,61340,2025-06-02,2025-06-02
NEW HAMPSHIRE,27539,2025-06-02,2025-06-02
NEW JERSEY,151806,2025-06-02,2025-06-02
NEW MEXICO,34117,2025-06-02,2025-06-02
NEW YORK,504815,2025-06-02,2025-06-02
NORTH CAROLINA,162826,2025-06-02,2025-06-02
NORTH DAKOTA,17361,2025-06-02,2025-06-02
NORTHERN MARIANA ISLANDS,4335,2025-06-02,2025-06-02
OHIO,237965,2025-06-02,2025-06-02
OKLAHOMA,54055,2025-06-02,2025-06-02
OREGON,89393,2025-06-02,2025-06-02
PENNSYLVANIA,235373,2025-06-02,2025-06-02
RHODE ISLAND,20776,2025-06-02,2025-06-02
SOUTH CAROLINA,86766,2025-06-02,2025-06-02
SOUTH DAKOTA,20062,2025-06-02,2025-06-02
TENNESSEE,116882,2025-06-02,2025-06-02
TEXAS,420635,2025-06-02,2025-06-02
UTAH,44407,2025-06-02,2025-06-02
VERMONT,10932,2025-06-02,2025-06-02
VIRGIN ISLANDS,1234,2025-06-02,2025-06-02
VIRGINIA,121932,2025-06-02,2025-06-02
WASHINGTON,106059,2025-06-02,2025-06-02
WEST VIRGINIA-PN (Non-Participating),NA,2025-06-02,2025-06-02
WEST VIRGINIA-RN,34753,2025-06-02,2025-06-02
WISCONSIN,117677,2025-06-02,2025-06-02
WYOMING,8449,2025-06-02,2025-06-02
TOTALS,5819441,2025-06-02,2025-06-02
